a01	div	dcode	uzcode	uncode	vcode_n	div_name	district	district_name	upazila	upazila_name	union	union_name	hh_type	a02	a10	a11	a12	a13	a14	a15	a16_dd	a16_mm	a16_yy	a17_dd	a17_mm	a17_yy	a18	a19	a20_dd	a20_mm	a20_yy	a21	flagaddl	sample_type	regnm	flag_org	aez_name	flag_smpl
5628	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	78	2	1	98	2	1	1	28	10	2011				32	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5629	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	89	2	1	98	2	1	1	28	10	2011				28	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5630	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	99	2	1	98	2	1	1	29	10	2011				29	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5631	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	109	2	1	98	2	1	1	1	11	2011				28	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5632	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	119	2	1	99	2	1	1	31	10	2011				29	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5633	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	130	2	1	98	2	1	1	31	10	2011				32	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5634	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	140	2	1	99	1	1	1	28	10	2011	29	10	2011	28	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5635	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	150	2	1	98	1	1	1	30	10	2011				32	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5636	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	160	4	1	98	1	1	1	29	10	2011				32	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5637	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	170	4	1	99	1	1	1	31	10	2011				28	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5638	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	181	2	1	4	2	1	1	30	10	2011				28	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5639	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	191	2	1	98	2	1	1	30	10	2011				29	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5640	"10"	6	610	61031	7.0	"Barisal"	"06"	"Barisal"	"0610"	"Banari Para"	"061031"	"Bisarkandi"	1	202	2	1	98	1	1	1	1	11	2011				32	2						1	"Gopalganj-Khulna Bils"		"Bill & Haor Basi"	
5641	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	2	2	1	98	1	1	1	22	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5642	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	11	2	1	98	1	1	1	22	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5643	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	21	2	1	99	1	1	1	23	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5644	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	30	2	1	98	1	1	1	23	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5645	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	40	2	1	98	1	1	1	22	11	2011				29	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5646	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	49	2	1	98	1	1	1	23	11	2011				29	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5647	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	58	2	1	98	1	1	1	23	11	2011				29	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5648	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	68	1	1	99	1	1	1	22	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5649	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	77	2	1	98	1	1	1	22	11	2011				29	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5650	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	87	2	1	99	1	1	1	22	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5651	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	96	2	1	98	1	1	1	23	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5652	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	106	2	1	98	1	1	1	23	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5653	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	113	2	1	98	1	1	1	25	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5654	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	125	2	1	98	1	1	1	24	11	2011				29	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5655	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	134	2	1	98	1	1	1	25	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5656	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	144	2	1	99	1	1	1	24	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5657	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	153	2	1	98	1	1	1	24	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5658	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	162	2	1	99	1	1	1	25	11	2011				26	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5659	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	172	2	1	98	1	1	1	26	11	2011				32	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5660	"10"	6	651	65177	9.0	"Barisal"	"06"	"Barisal"	"0651"	"Barisal Sadar (Kotwa"	"065177"	"Roy Pasha Karapur"	1	181	2	1	98	1	1	1	26	11	2011				28	2						1	"Ganges Tidal Floodplain"		"Tidal Floodplain"	
5661	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	11	2	1	99	1	1	1	16	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5662	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	22	2	1	99	1	1	1	15	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5663	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	32	2	1	98	1	1	1	15	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5664	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	43	2	1	98	1	1	1	15	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5665	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	54	2	1	99	1	1	1	17	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5666	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	65	2	1	98	1	1	1	17	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5667	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	75	3	1	98	1	1	1	16	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5668	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	80	2	1	98	1	1	1	17	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5669	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	97	2	1	98	1	1	1	16	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5670	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	108	2	1	98	1	1	1	17	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5671	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	118	2	1	98	1	1	1	16	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5672	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	129	2	1	98	1	1	1	16	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5673	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	140	2	1	98	1	1	1	18	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5674	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	151	2	1	98	1	1	1	19	11	2011				32	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5675	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	162	2	1	99	1	1	1	19	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5676	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	172	1	1	98	1	1	1	17	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5677	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	183	2	1	98	1	1	1	17	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5678	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	194	2	1	98	1	1	1	19	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5679	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	204	2	1	98	1	1	1	18	11	2011				28	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5680	"10"	6	694	69494	12.0	"Barisal"	"06"	"Barisal"	"0694"	"Wazirpur"	"069494"	"Sholak"	1	215	2	1	98	1	1	1	18	11	2011				29	2						1	"Old Meghna Estuarine Floodpla"		"Floodplain"	
5681	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	3	2	1	99	1	1	1	17	11	2011	18	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5682	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	15	2	1	98	1	1	1	19	11	2011	20	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5683	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	26	2	1	99	1	1	1	17	11	2011	18	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5684	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	38	5	1	98	1	1	1	19	11	2011	20	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5685	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	49	2	1	98	1	1	1	19	11	2011	20	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5686	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	61	2	1	99	1	1	1	17	11	2011	18	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5687	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	72	2	1	98	1	1	1	18	11	2011	19	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5688	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	84	2	1	99	1	1	1	17	11	2011	18	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5689	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	96	2	1	98	1	1	1	16	11	2011	17	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5690	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	107	2	1	98	1	1	1	19	11	2011	20	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5691	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	119	2	1	98	1	1	1	16	11	2011	17	11	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5692	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	130	2	1	98	1	1	1	16	11	2011				82	11	17	11	2011			1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5693	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	142	2	1	5	1	1	1	16	11	2011	17	11	2011	86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5694	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	153	2	1	98	1	1	1	18	11	2011	19	11	2011	86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5695	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	165	2	1	99	1	1	1	17	11	2011	18	11	2011	86	11	18	11	2011			1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5696	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	176	2	1	98	1	1	1	16	11	2011	17	11	2011	86	11	17	11	2011			1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5697	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	188	2	1	99	1	1	1	18	11	2011	19	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5698	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	199	2	1	98	1	1	1	19	11	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5699	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	211	2	1	98	1	1	1	19	11	2011	20	11	2011	86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5700	"10"	9	925	92519	14.0	"Barisal"	"09"	"Bhola"	"0925"	"Char Fasson"	"092519"	"Aslampur"	1	223	2	1	99	1	1	1	16	11	2011	17	11	2011	83	11	17	11	2011			1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5701	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	6	2	1	99	1	1	1	27	10	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5702	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	19	2	1	98	1	1	1	29	10	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5703	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	32	2	1	98	1	1	1	29	10	2011	30	10	2011	86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5704	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	45	2	1	98	1	1	1	28	10	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5705	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	58	2	1	98	1	1	1	31	10	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5706	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	70	2	1	98	1	1	1	30	10	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5707	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	83	2	1	99	1	1	1	27	10	2011				83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5708	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	96	2	1	98	1	1	1	29	10	2011				83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5709	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	109	2	1	98	1	1	1	29	10	2011	30	10	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5710	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	122	2	1	98	1	1	1	30	10	2011	31	10	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5711	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	134	2	1	5	1	1	1	28	10	2011				83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5712	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	147	2	1	98	1	1	1	31	10	2011	1	11	2011	83	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5713	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	160	2	1	98	1	1	1	29	10	2011	30	10	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5714	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	173	2	1	98	1	1	1	31	10	2011				82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5715	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	186	2	1	98	1	1	1	29	10	2011	30	10	2011	82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5716	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	198	2	1	99	1	1	1	27	10	2011				82	11	27	10	2011			1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5717	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	211	2	1	98	1	1	1	28	10	2011				82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5718	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	224	2	1	98	1	1	1	30	10	2011				82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5719	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	237	1	1	99	1	1	1	1	11	2011				86	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5720	"10"	9	929	92995	17.0	"Barisal"	"09"	"Bhola"	"0929"	"Daulat Khan"	"092995"	"Saidpur"	1	250	2	1	99	1	1	1	1	11	2011				82	11						1	"Young Meghna Estuarine Floodp"		"Tidal Floodplain"	
5721	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	6	2	1	98	1	1	1	27	10	2011				58	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5722	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	16	2	1	98	1	1	1	28	10	2011	29	10	2011	58	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5723	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	27	2	1	99	1	1	1	28	10	2011				58	7	30	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5724	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	37	2	1	98	1	1	1	29	10	2011				58	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5725	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	48	1	1	98	1	1	1	29	10	2011				53	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5726	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	58	2	1	99	1	1	1	27	10	2011				59	7	28	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5727	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	69	2	1	98	1	1	1	28	10	2011	29	10	2011	59	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5728	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	80	2	1	98	1	1	1	27	10	2011	28	10	2011	61	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5729	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	90	1	1	98	1	1	1	27	10	2011	28	10	2011	61	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5730	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	101	2	1	99	1	1	1	29	10	2011	30	10	2011	61	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5731	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	111	1	1	98	1	1	1	28	10	2011	29	10	2011	61	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5732	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	122	2	1	98	1	1	1	29	10	2011	30	10	2011	61	7	30	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5733	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	132	2	1	99	1	1	1	30	10	2011				58	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5734	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	143	2	1	99	1	1	1	30	10	2011	31	10	2011	58	7	31	10	2011			1	"High Ganges River Floodplain"		"Floodplain"	
5735	"40"	18	1823	182323	184.0	"Khulna"	"18"	"Chuadanga"	"1823"	"Chuadanga Sadar"	"182323"	"Begampur"	1	153	2	1	98	1	1	1	31	10	2011				58	7	1	11	2011			1	"High Ganges River Floodplain"		"Floodplain"	
